"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Cham Soot Gol","Casual, all-you-can-eat Korean BBQ spot has a service button on each table for speedy meat orders.","8552 Beach Blvd, Buena Park, CA 90620","8552 Beach Blvd","Buena Park, CA 90620","Korean restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554R2Q4+C6","America/Los_Angeles","$30–50",,,,"(714) 828-1363","(714) 828-1363, +1 714-828-1363","YES","Cham Soot Gol (Owner)","105784066286946297861","https://www.google.com/maps/contrib/105784066286946297861","","",820,4.5,"https://search.google.com/local/reviews?placeid=ChIJBbuuSGcp3YARrNYUy8rz_Ho&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=8862226219074377388","https://www.google.com/search?kgmid=/g/1tzgjyl6",33.8386018,-117.9943921,"https://chamsootgolrestaurant.com/","chamsootgolrestaurant.com","Tuesday: [5-11 PM], Wednesday: [5-11 PM], Thursday: [5-11 PM], Friday: [5-11 PM], Saturday: [12-11 PM], Sunday: [12-11 PM], Monday: [5-11 PM]","https://lh5.googleusercontent.com/p/AF1QipNwnJSfknqaVyUAskiVnf6FVHBhNeTulI0oYPa4=w163-h92-k-no","8862226219074377388","0x80dd296748aebb05:0x7afcf3cacb14d6ac","ChIJBbuuSGcp3YARrNYUy8rz_Ho","/g/1tzgjyl6"
"Ten-Raku All You Can Eat Korean BBQ",,"3102 E Imperial Hwy, Lynwood, CA 90262","3102 E Imperial Hwy","Lynwood, CA 90262","Korean barbecue restaurant, Korean restaurant, Restaurant","Service options: [Dine-in, No delivery, No takeout], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Late-night food, Small plates], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Trendy], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553WQJM+3H","America/Los_Angeles","$20–30",,,,"(310) 464-1683","(310) 464-1683, +1 310-464-1683","YES","Ten-Raku All You Can Eat Korean BBQ (Owner)","113093346503251705806","https://www.google.com/maps/contrib/113093346503251705806","","",868,4.7,"https://search.google.com/local/reviews?placeid=ChIJwwlH_YnLwoARLIocxcadSqk&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=12198736017722477100","https://www.google.com/search?kgmid=/g/11rjtrxkv6",33.9301799,-118.2160432,,,"Tuesday: [11 AM-11 PM], Wednesday: [11 AM-11 PM], Thursday: [11 AM-11 PM], Friday: [11 AM-12 AM], Saturday: [11 AM-12 AM], Sunday: [11 AM-11 PM], Monday: [11 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipPgtiVJ7-ipWKyk3mCkVPMlqcuNF8NRXRTrdPeg=w80-h106-k-no","12198736017722477100","0x80c2cb89fd4709c3:0xa94a9dc6c51c8a2c","ChIJwwlH_YnLwoARLIocxcadSqk","/g/11rjtrxkv6"
"기찻길",,"1821 W Commonwealth Ave STE F&G, Fullerton, CA 92833","1821 W Commonwealth Ave STE F&G","Fullerton, CA 92833","Restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service, Great beer selection, Great cocktails], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Comfort food, Healthy options, Late-night food, Small plates, Wine], Dining options: [Lunch, Dinner], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, ], Parking: [Free parking lot, Free street parking]","8554V2CQ+5M","America/Los_Angeles","$100+",,,,"(714) 213-8250","(714) 213-8250, +1 714-213-8250","YES","기찻길 (Owner)","108067400124576300170","https://www.google.com/maps/contrib/108067400124576300170","","",88,4.2,"https://search.google.com/local/reviews?placeid=ChIJO-Rhgukr3YARyXEsQYP17ug&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=16784622805339369929","https://www.google.com/search?kgmid=/g/11fksvc5hb",33.8704815,-117.96075139999999,,,"Tuesday: [4 PM-12 AM], Wednesday: [4 PM-12 AM], Thursday: [4 PM-12 AM], Friday: [4 PM-12 AM], Saturday: [4 PM-12 AM], Sunday: [Closed], Monday: [4 PM-12 AM]","https://lh5.googleusercontent.com/p/AF1QipPxEgxmhoBeRGbiO8vGhdUNnGEADMKR5au7D-E=w80-h106-k-no","16784622805339369929","0x80dd2be98261e43b:0xe8eef583412c71c9","ChIJO-Rhgukr3YARyXEsQYP17ug","/g/11fksvc5hb"
"Pan Korean Bbq & ShabuShabu (Go Goo Ryeo)",,"8851 Garden Grove Blvd Suite112, Garden Grove, CA 92844","8851 Garden Grove Blvd Suite112","Garden Grove, CA 92844","Korean barbecue restaurant, Shabu-shabu restaurant","Service options: [No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Coffee, Comfort food, Hard liquor, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554Q2FC+VV","America/Los_Angeles","$20–30",,,,"(714) 638-5959","(714) 638-5959, +1 714-638-5959","YES","Pan Korean Bbq & ShabuShabu (Go Goo Ryeo) (Owner)","107693149315366982592","https://www.google.com/maps/contrib/107693149315366982592","impallari@gmail.com,team@latofonts.com","facebook: https://www.facebook.com/2229271983815332
instagram: https://www.instagram.com/pankoreanbbq
yelp: https://www.yelp.com/biz/pan-korean-bbq-and-shabu-shabu-garden-grove",133,4.2,"https://search.google.com/local/reviews?placeid=ChIJG2_29E0p3YARnHh2jYtOQps&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=11187590785622505628","https://www.google.com/search?kgmid=/g/11fkw99d31",33.7746515,-117.9778461,"http://www.pankoreanbbq.com/","pankoreanbbq.com","Tuesday: [5 PM-12 AM], Wednesday: [5 PM-12 AM], Thursday: [5 PM-12 AM], Friday: [12 PM-12 AM], Saturday: [12 PM-12 AM], Sunday: [12 PM-12 AM], Monday: [5 PM-12 AM]","https://lh5.googleusercontent.com/p/AF1QipOLH6FHMEsxzLVSR8sryyc75Of4pfi6oxceZiHm=w163-h92-k-no","11187590785622505628","0x80dd294df4f66f1b:0x9b424e8b8d76789c","ChIJG2_29E0p3YARnHh2jYtOQps","/g/11fkw99d31"
"Star BBQ","Eatery serving traditional Korean barbecue offers all-you-can-eat buffet plus table-side grilling.","8295 W Garden Grove Blvd, Garden Grove, CA 92844","8295 W Garden Grove Blvd","Garden Grove, CA 92844","Korean barbecue restaurant, Barbecue restaurant, Buffet restaurant, Korean restaurant","Service options: [Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554Q2F7+M3","America/Los_Angeles","$20–30",,,,"(714) 530-5388","(714) 530-5388, +1 714-530-5388","YES","Star BBQ (Owner)","100945227795818748832","https://www.google.com/maps/contrib/100945227795818748832","","",857,4.3,"https://search.google.com/local/reviews?placeid=ChIJd_vE25Ao3YARQsT6F6pk94w&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=10157698166266971202","https://www.google.com/search?kgmid=/g/1hc32nvmf",33.774158,-117.9872618,"https://byuldaepo.com/","byuldaepo.com","Tuesday: [5-11 PM], Wednesday: [5-11 PM], Thursday: [5-11 PM], Friday: [5-11 PM], Saturday: [4 PM-1 AM], Sunday: [4 PM-1 AM], Monday: [5-11 PM]","https://lh5.googleusercontent.com/p/AF1QipMaoa1eRf4R4TYJbI3yrrrjw-Lvp6wO-zQV56RY=w122-h92-k-no","10157698166266971202","0x80dd2890dbc4fb77:0x8cf764aa17fac442","ChIJd_vE25Ao3YARQsT6F6pk94w","/g/1hc32nvmf"
"Bullgogi KOREN BBQ Restaurant (All-You-Can-Eat)","A wide selection of standard Korean barbecue options, served in an informal buffet setting.","12118 Brookhurst St, Garden Grove, CA 92840","12118 Brookhurst St","Garden Grove, CA 92840","Korean barbecue restaurant, Barbecue restaurant, BBQ area, Restaurant","Service options: [Outdoor seating, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Healthy options, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking, ]","8554Q2PR+QP","America/Los_Angeles","$20–30",,,,"(714) 636-1700","(714) 636-1700, +1 714-636-1700","YES","Bullgogi KOREN BBQ Restaurant (All-You-Can-Eat) (Owner)","106974906841895675349","https://www.google.com/maps/contrib/106974906841895675349","","",724,4.1,"https://search.google.com/local/reviews?placeid=ChIJXcp4YGgo3YAR9VJeimQHOz4&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=4484185982377022197","https://www.google.com/search?kgmid=/g/1tdks2wy",33.786878,-117.958147,"https://www.bullgogikoreanbbq.com/","bullgogikoreanbbq.com","Tuesday: [11 AM-11:30 PM], Wednesday: [11 AM-11:30 PM], Thursday: [11 AM-11:30 PM], Friday: [11 AM-11:30 PM], Saturday: [11 AM-11:30 PM], Sunday: [11 AM-11:30 PM], Monday: [11 AM-11:30 PM]","https://lh5.googleusercontent.com/p/AF1QipMmI7cHm6zCWgeLHcgn_ySkO4lIpbGh4UbYJgil=w122-h92-k-no","4484185982377022197","0x80dd28686078ca5d:0x3e3b07648a5e52f5","ChIJXcp4YGgo3YAR9VJeimQHOz4","/g/1tdks2wy"
"bb.q Chicken Buena Park","Korean fried chicken restaurant also offering pasta, comfort food, draft beer & soju.","5260 Beach Blvd, Buena Park, CA 90621","5260 Beach Blvd","Buena Park, CA 90621","Korean restaurant, Chicken restaurant, Restaurant","Service options: [Outdoor seating, No-contact delivery, Delivery, Onsite services, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Coffee, Comfort food, Late-night food, Quick bite, Small plates], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free parking lot, Free street parking, ]","8554V2M4+J8","America/Los_Angeles","$$",,,,"(714) 994-1111","(714) 994-1111, +1 714-994-1111","YES","bb.q Chicken Buena Park (Owner)","104277415358452159314","https://www.google.com/maps/contrib/104277415358452159314","","facebook: https://www.facebook.com/bbqchickenus
instagram: https://www.instagram.com/bbqchickenus
linkedin: https://www.linkedin.com/company/bbqchickenusa
tiktok: https://www.tiktok.com/@bbqchickenus
youtube: https://www.youtube.com/channel/UCEetdW9YTuOgiv5gxDFo_vA",611,4.2,"https://search.google.com/local/reviews?placeid=ChIJZ1j0zAor3YAR1lwm19rr9us&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=17003036768328899798","https://www.google.com/search?kgmid=/g/1tj91vvs",33.8840448,-117.9942263,"https://bbqchicken.com/","bbqchicken.com","Tuesday: [11 AM-12 AM], Wednesday: [11 AM-12 AM], Thursday: [11 AM-12 AM], Friday: [11 AM-1 AM], Saturday: [11 AM-1 AM], Sunday: [11 AM-12 AM], Monday: [11 AM-12 AM]","https://lh5.googleusercontent.com/p/AF1QipMyvGuifK1yX0tx5xV3YNXOhJ-ecUGpcRnXDKOX=w122-h92-k-no","17003036768328899798","0x80dd2b0accf45867:0xebf6ebdad7265cd6","ChIJZ1j0zAor3YAR1lwm19rr9us","/g/1tj91vvs"
"Ziggle Korean BBQ",,"12300 South St, Artesia, CA 90701","12300 South St","Artesia, CA 90701","Korean barbecue restaurant","Service options: [Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553VW5H+7W","America/Los_Angeles","$30–50",,,,"(562) 402-7837","(562) 402-7837, +1 562-402-7837","YES","Ziggle Korean BBQ (Owner)","100203582477329955462","https://www.google.com/maps/contrib/100203582477329955462","","instagram: https://www.instagram.com/ziggle.koreanbbq
yelp: https://www.yelp.com/biz/ziggle-korean-bbq-artesia",133,4.3,"https://search.google.com/local/reviews?placeid=ChIJhXf0GSYt3YARkKvyAfWh7BM&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=1435700454896085904","https://www.google.com/search?kgmid=/g/11ssblkccd",33.8582092,-118.0702235,"http://www.zigglekoreanbbq.com/","zigglekoreanbbq.com","Tuesday: [11:30 AM-11 PM], Wednesday: [11:30 AM-11 PM], Thursday: [11:30 AM-11 PM], Friday: [11:30 AM-12 AM], Saturday: [11:30 AM-12 AM], Sunday: [11:30 AM-11 PM], Monday: [11:30 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipPe1KqPmx14B6nhWvrYMv5onM7JZjgj0SJQ52xl=w80-h142-k-no","1435700454896085904","0x80dd2d2619f47785:0x13eca1f501f2ab90","ChIJhXf0GSYt3YARkKvyAfWh7BM","/g/11ssblkccd"
"Gunul Korean Restaurant",,"5448 Beach Blvd, Buena Park, CA 90621","5448 Beach Blvd","Buena Park, CA 90621","Korean restaurant, Restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Hard liquor, Late-night food, Small plates], Dining options: [Lunch, Dinner], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Parking: [Free parking lot, Free street parking, ]","8554V2J3+PM","America/Los_Angeles","$30–50",,,,"(714) 521-3903","(714) 521-3903, +1 714-521-3903","NO","Gunul Korean Restaurant (Owner)",,"","","",147,4.3,"https://search.google.com/local/reviews?placeid=ChIJS9t7NXUr3YARhVUX95JV24A&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=9285109146453497221","https://www.google.com/search?kgmid=/g/12631dk7g",33.8817968,-117.9958468,"http://www.cafegunul.com/","cafegunul.com","Tuesday: [4 PM-12 AM], Wednesday: [4 PM-12 AM], Thursday: [4 PM-12 AM], Friday: [4 PM-12 AM], Saturday: [4 PM-12 AM], Sunday: [4 PM-12 AM], Monday: [4 PM-12 AM]","https://lh5.googleusercontent.com/p/AF1QipMasTGY26rJpmw_jZfLJVSZF3BlVPlJu8R7S5Ae=w122-h92-k-no","9285109146453497221","0x80dd2b75357bdb4b:0x80db5592f7175585","ChIJS9t7NXUr3YARhVUX95JV24A","/g/12631dk7g"
"Red House Korean BBQ",,"15925 Pioneer Blvd, Norwalk, CA 90650","15925 Pioneer Blvd","Norwalk, CA 90650","Korean barbecue restaurant","From the business: [Identifies as Asian-owned], Service options: [Curbside pickup, Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Small plates, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553VWP8+RM","America/Los_Angeles","$20–30",,,,"(562) 202-3865","(562) 202-3865, +1 562-202-3865","YES","Red House Korean BBQ (Owner)","116450515080052893752","https://www.google.com/maps/contrib/116450515080052893752","","",169,3.7,"https://search.google.com/local/reviews?placeid=ChIJp0GoO00t3YART1M4p2627gc&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=571594789090775887","https://www.google.com/search?kgmid=/g/11q3bwn9xn",33.8870818,-118.0833134,"https://redhousekbbq.com/","redhousekbbq.com","Tuesday: [11 AM-11 PM], Wednesday: [11 AM-11 PM], Thursday: [11 AM-11 PM], Friday: [11 AM-11 PM], Saturday: [11 AM-11 PM], Sunday: [11 AM-11 PM], Monday: [11 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipMYfwOtq79THsjwJbaNlVRSxi_eqKdX34j9PLvN=w122-h92-k-no","571594789090775887","0x80dd2d4d3ba841a7:0x7eeb66ea738534f","ChIJp0GoO00t3YART1M4p2627gc","/g/11q3bwn9xn"
"Haus Lounge",,"14740 Beach Blvd, La Mirada, CA 90638","14740 Beach Blvd","La Mirada, CA 90638","Korean restaurant, Bar, Pub","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Comfort food, Wine], Dining options: [Dinner], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Cozy], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Parking: [Free parking lot, Free street parking]","8554V2X7+4M","America/Los_Angeles","$30–50",,,,"(657) 239-0522","(657) 239-0522, +1 657-239-0522","YES","Haus Lounge (Owner)","117210932811289968373","https://www.google.com/maps/contrib/117210932811289968373","","",72,4.8,"https://search.google.com/local/reviews?placeid=ChIJ46oa1vkr3YARtpKcJ-sUceM&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=16388903519192388278","https://www.google.com/search?kgmid=/g/11rxmpnm9n",33.897827899999996,-117.98578339999999,,,"Tuesday: [3 PM-2 AM], Wednesday: [3 PM-2 AM], Thursday: [3 PM-2 AM], Friday: [3 PM-2 AM], Saturday: [3 PM-2 AM], Sunday: [3 PM-2 AM], Monday: [6 PM-2 AM]","https://lh5.googleusercontent.com/p/AF1QipM7M5E45TZgS8UU59K35sQSnSTzALOgd6Guqcb3=w80-h106-k-no","16388903519192388278","0x80dd2bf9d61aaae3:0xe37114eb279c92b6","ChIJ46oa1vkr3YARtpKcJ-sUceM","/g/11rxmpnm9n"
"I Can Barbecue Korean Grill-Tustin",,"2881 El Camino Real, Tustin, CA 92782","2881 El Camino Real","Tustin, CA 92782","Korean barbecue restaurant","Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ], Pets: [Dogs allowed outside]","8554P6F4+VG","America/Los_Angeles","$30–50",,,,"(714) 389-9394","(714) 389-9394, +1 714-389-9394","YES","I Can Barbecue Korean Grill-Tustin (Owner)","105120185816189052713","https://www.google.com/maps/contrib/105120185816189052713","jobs@icanbbq.net","",272,4.4,"https://search.google.com/local/reviews?placeid=ChIJuZlF_Hrd3IARFpBayqGYQCU&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=2684313198564904982","https://www.google.com/search?kgmid=/g/11rtqcvg_s",33.724691799999995,-117.7937271,"http://www.icanbbq.net/","icanbbq.net","Tuesday: [11 AM-11 PM], Wednesday: [11 AM-11 PM], Thursday: [11 AM-11 PM], Friday: [11 AM-12 AM], Saturday: [11 AM-12 AM], Sunday: [11 AM-11 PM], Monday: [11 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipPfPd_O00QntT_CiVJ30xu5B0eg7nIu0coMP72W=w80-h106-k-no","2684313198564904982","0x80dcdd7afc4599b9:0x254098a1ca5a9016","ChIJuZlF_Hrd3IARFpBayqGYQCU","/g/11rtqcvg_s"
"Soju Belly",,"13051 Kerry St, Garden Grove, CA 92844","13051 Kerry St","Garden Grove, CA 92844","Korean restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Comfort food, Happy hour drinks, Hard liquor, Late-night food, Quick bite, Small plates], Dining options: [Lunch, Dinner], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Parking: [Free parking lot, Free street parking]","8554Q2FR+88","America/Los_Angeles","$$",,,,"(714) 590-9962","(714) 590-9962, +1 714-590-9962","YES","Soju Belly (Owner)","104944515826943959015","https://www.google.com/maps/contrib/104944515826943959015","support@sojubelly.site","",159,4.3,"https://search.google.com/local/reviews?placeid=ChIJkwo0S3co3YARjv_VF4VGZDE&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=3559047142974029710","https://www.google.com/search?kgmid=/g/1q67djy1t",33.7732969,-117.9591815,"http://sojubelly.site/","sojubelly.site","Tuesday: [6 PM-2 AM], Wednesday: [6 PM-2 AM], Thursday: [6 PM-2 AM], Friday: [6 PM-2 AM], Saturday: [6 PM-2 AM], Sunday: [6 PM-2 AM], Monday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipOR1apeiERJhWXoCcnYzId_8B0JTmsuj27KJ0ag=w80-h106-k-no","3559047142974029710","0x80dd28774b340a93:0x3164468517d5ff8e","ChIJkwo0S3co3YARjv_VF4VGZDE","/g/1q67djy1t"
"KoKo Chicken & BBQ","Casual, open-late eatery specializing in Korean fried chicken & wings, plus soups, salads & beer.","9732 Garden Grove Blvd # 2, Garden Grove, CA 92844","9732 Garden Grove Blvd # 2","Garden Grove, CA 92844","Chicken restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Hard liquor, Late-night food, Small plates], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Usually a wait, Doesn't accept reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554Q2FP+9X","America/Los_Angeles","$20–30",,,,"(714) 530-1002","(714) 530-1002, +1 714-530-1002","YES","KoKo Chicken & BBQ (Owner)","113588085561257910454","https://www.google.com/maps/contrib/113588085561257910454","","",526,4.3,"https://search.google.com/local/reviews?placeid=ChIJRyRrLnoo3YARq5VR0ncriN8&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=16107171860920243627","https://www.google.com/search?kgmid=/g/11bw5xpf8r",33.773483899999995,-117.9625185,"http://kokochickenbbq.com/","kokochickenbbq.com","Tuesday: [4 PM-1 AM], Wednesday: [11:30 AM-1 AM], Thursday: [11:30 AM-1 AM], Friday: [11:30 AM-2 AM], Saturday: [11:30 AM-2 AM], Sunday: [11:30 AM-12 AM], Monday: [4 PM-1 AM]","https://lh5.googleusercontent.com/p/AF1QipNNf1BqnHk3lt7udlEHJnTNuxUo47fpEal9aZ-Y=w163-h92-k-no","16107171860920243627","0x80dd287a2e6b2447:0xdf882b77d25195ab","ChIJRyRrLnoo3YARq5VR0ncriN8","/g/11bw5xpf8r"
